LOG_NU,UFE_SG,LOC_NU,BAI_NU_INI,BAI_NU_FIM,LOG_NO,LOG_COMPLEMENTO,CEP,TLO_TX,LOG_STA_TLO,LOG_NO_ABREV
347048,RJ,7043,12291,NULL,"Coronel Julião",NULL,20080040,Travessa,S,"Tv Cel Julião"
348846,RJ,7043,12175,NULL,"dos Estivadores",NULL,20080050,Praça,S,"Pç dos Estivadores"
363473,RJ,7043,12175,NULL,"Júlia Lopes de Almeida",NULL,20080060,Rua,S,"R Júlia L de Almeida"
352651,RJ,7043,12175,NULL,"Leandro Martins",NULL,20080070,Rua,S,"R Leandro Martins"
354649,RJ,7043,12291,NULL,"Morro do Valongo",NULL,20080080,Ladeira,S,"Ld Morro do Valongo"
356128,RJ,7043,12291,NULL,"do Pedro Antônio",NULL,20080090,Ladeira,S,"Ld do Pedro Antônio"
359095,RJ,7043,12175,NULL,"Senador Pompeu","- até 97 - lado ímpar",20080101,Rua,S,"R Sen Pompeu"
359094,RJ,7043,12175,NULL,"Senador Pompeu","- até 102 - lado par",20080102,Rua,S,"R Sen Pompeu"
360707,RJ,7043,12291,NULL,Valongo,NULL,20080110,Escada,S,"Esc Valongo"
342575,RJ,7043,12175,NULL,Acre,NULL,20081000,Rua,S,"R Acre"
363155,RJ,7043,12175,NULL,"Alcântara Machado",NULL,20081010,Rua,S,"R Alcântara Machado"
343371,RJ,7043,12291,NULL,"Américo Rangel",NULL,20081020,Rua,S,"R Américo Rangel"
343576,RJ,7043,12291,NULL,"Aníbal Falcão",NULL,20081030,Rua,S,"R Aníbal Falcão"
343977,RJ,7043,12291,NULL,"Argemiro Bulcão",NULL,20081040,Rua,S,"R Argemiro Bulcão"
344848,RJ,7043,12175,NULL,Beneditinos,NULL,20081050,Rua,S,"R Beneditinos"
346689,RJ,7043,12291,NULL,"Coelho e Castro",NULL,20081060,Rua,S,"R Coelho E Castro"
348317,RJ,7043,12291,NULL,"Edgard Gordilho",NULL,20081070,Rua,S,"R Edgard Gordilho"
348366,RJ,7043,12291,NULL,"Eduardo Jansen",NULL,20081080,Rua,S,"R Eduardo Jansen"
348731,RJ,7043,12291,NULL,"Escadinhas da Conceição",NULL,20081090,Beco,S,"Bc Escadinhas da Conceição"
348739,RJ,7043,12291,NULL,Escorrega,NULL,20081100,Rua,S,"R Escorrega"
349107,RJ,7043,12291,NULL,"Felipe Neri",NULL,20081110,Ladeira,S,"Ld Felipe Neri"
351721,RJ,7043,12291,NULL,"João da Baiana",NULL,20081120,Largo,S,"Lrg João da Baiana"
351769,RJ,7043,12291,NULL,"João Homem",NULL,20081130,Ladeira,S,"Ld João Homem"
351770,RJ,7043,12291,NULL,"João Inácio",NULL,20081140,Beco,S,"Bc João Inácio"
351771,RJ,7043,12291,NULL,"João José",NULL,20081150,Beco,S,"Bc João José"
351939,RJ,7043,12291,NULL,"Joaquim Soares",NULL,20081160,Travessa,S,"Tv Joaquim Soares"
351965,RJ,7043,12291,NULL,"Jogo da Bola",NULL,20081170,Rua,S,"R Jogo da Bola"
352775,RJ,7043,12291,NULL,"do Liceu",NULL,20081180,Travessa,S,"Tv do Liceu"
353274,RJ,7043,12291,NULL,"Major Daemon",NULL,20081190,Rua,S,"R Maj Daemon"
353303,RJ,7043,12291,NULL,"Major Valo",NULL,20081200,Praça,S,"Pç Maj Valo"
353423,RJ,7043,12291,NULL,"Manuel Antônio de Almeida",NULL,20081210,Praça,S,"Pç Manuel A de Almeida"
354067,RJ,7043,12291,NULL,"Mato Grosso",NULL,20081220,Travessa,S,"Tv Mato Grosso"
362027,RJ,7043,12291,NULL,"Mato Grosso",NULL,20081230,Rua,S,"R Mato Grosso"
354092,RJ,7043,12175,NULL,Mauá,"- lado ímpar",20081240,Praça,S,"Pç Mauá"
357710,RJ,7043,12175,12291,"Rodrigues Alves","- até 183/184",20081250,Avenida,S,"Av Rodrigues Alves"
357897,RJ,7043,12291,NULL,"Sacadura Cabral","- até 157 - lado ímpar",20081261,Rua,S,"R Sacadura Cabral"
357896,RJ,7043,12291,NULL,"Sacadura Cabral","- até 168 - lado par",20081262,Rua,S,"R Sacadura Cabral"
358454,RJ,7043,12291,NULL,"São Francisco da Prainha",NULL,20081270,Largo,S,"Lrg S Francisco da Prainha"
358455,RJ,7043,12291,NULL,"São Francisco da Prainha",NULL,20081280,Rua,S,"R S Francisco da Prainha"
358466,RJ,7043,12291,NULL,"São de Francisco",NULL,20081290,Adro,S,"Ad de S Francisco"
361774,RJ,7043,12291,NULL,"do Sereno",NULL,20081300,Travessa,S,"Tv do Sereno"
360790,RJ,7043,12291,NULL,Venezuela,"- até 153 - lado ímpar",20081311,Avenida,S,"Av Venezuela"
360791,RJ,7043,12291,NULL,Venezuela,"- até 156 - lado par",20081312,Avenida,S,"Av Venezuela"
357543,RJ,7043,12175,NULL,"Rio Branco","- até 20 - lado par",20090000,Avenida,S,"Av Rio Branco"
357545,RJ,7043,12175,NULL,"Rio Branco","- de 22 a 30 - lado par",20090001,Avenida,S,"Av Rio Branco"
357546,RJ,7043,12175,NULL,"Rio Branco","- de 32 a 62 - lado par",20090002,Avenida,S,"Av Rio Branco"
357544,RJ,7043,12175,NULL,"Rio Branco","- até 45 - lado ímpar",20090003,Avenida,S,"Av Rio Branco"
357547,RJ,7043,12175,NULL,"Rio Branco","- de 47 a 65 - lado ímpar",20090004,Avenida,S,"Av Rio Branco"
358352,RJ,7043,12175,NULL,"São Bento",NULL,20090010,Rua,S,"R S Bento"
347123,RJ,7043,12175,NULL,"Cortines Laxe",NULL,20090020,Rua,S,"R Cortines Laxe"
347840,RJ,7043,12175,NULL,"Dom Gerardo",NULL,20090030,Rua,S,"R D Gerardo"
358351,RJ,7043,12175,NULL,"São Bento",NULL,20090040,Ladeira,S,"Ld S Bento"
354122,RJ,7043,12175,NULL,"Mayrink Veiga",NULL,20090050,Rua,S,"R Mayrink Veiga"
354093,RJ,7043,12175,NULL,Mauá,"- lado par",20090060,Praça,S,"Pç Mauá"
360094,RJ,7043,12175,NULL,"Teófilo Otoni","- lado par",20090070,Rua,S,"R Teófilo Otoni"
360093,RJ,7043,12175,NULL,"Teófilo Otoni","- lado ímpar",20090080,Rua,S,"R Teófilo Otoni"
344597,RJ,7043,12175,NULL,"Barão de Ladário",NULL,20091000,Praça,S,"Pç Br de Ladário"
357265,RJ,7043,12175,NULL,"da Quitanda","- de 79/80 ao fim",20091005,Rua,S,"R da Quitanda"
358161,RJ,7043,12175,NULL,"Santa Rita",NULL,20091006,Largo,S,"Lrg Sta Rita"
361129,RJ,7043,12175,NULL,"Visconde de Inhaúma",NULL,20091007,Rua,S,"R Vsc de Inhaúma"
345138,RJ,7043,12175,NULL,"do Bragança",NULL,20091010,Beco,S,"Bc do Bragança"
345730,RJ,7043,12175,NULL,Candelária,NULL,20091020,Rua,S,"R Candelária"
346903,RJ,7043,12175,NULL,"Conselheiro Saraiva",NULL,20091030,Rua,S,"R Cnso Saraiva"
356410,RJ,7043,12175,NULL,"Pio X","- lado par",20091040,Praça,S,"Pç Pio X"
363194,RJ,7043,12175,NULL,"Arsenal Velho",NULL,20091050,Rua,S,"R Arsenal Velho"
356700,RJ,7043,12175,NULL,"Presidente Vargas","- até 328 - lado par",20091060,Avenida,S,"Av Pres Vargas"
345134,RJ,7043,12152,NULL,"Braço Forte",NULL,20180000,Ilha,S,"Ia Braço Forte"
346683,RJ,7043,12152,NULL,"das Cobras",NULL,20180001,Ilha,S,"Ia das Cobras"
346796,RJ,7043,12152,NULL,Comprida,NULL,20180002,Ilha,S,"Ia Comprida"
348675,RJ,7043,12152,NULL,"das Enxadas",NULL,20180003,Ilha,S,"Ia das Enxadas"
352451,RJ,7043,12152,NULL,Jurubaiba,NULL,20180004,Ilha,S,"Ia Jurubaiba"
356466,RJ,7043,12152,NULL,Pita,NULL,20180005,Ilha,S,"Ia Pita"
357402,RJ,7043,12152,NULL,Redonda,NULL,20180006,Ilha,S,"Ia Redonda"
359496,RJ,7043,12152,NULL,"do Sol",NULL,20180007,Ilha,S,"Ia do Sol"
359819,RJ,7043,12152,NULL,Tabacis,NULL,20180008,Ilha,S,"Ia Tabacis"
360964,RJ,7043,12152,NULL,Villegaignon,NULL,20180009,Ilha,S,"Ia Villegaignon"
349261,RJ,7043,12152,NULL,Fiscal,NULL,20180060,Ilha,S,"Ia Fiscal"
356514,RJ,7043,12152,NULL,Pombeba,NULL,20180070,Ilha,S,"Ia Pombeba"
358009,RJ,7043,12152,NULL,"Santa Bárbara",NULL,20180080,Ilha,S,"Ia Sta Bárbara"
351118,RJ,7043,12266,NULL,"Irmãos Bernardeli",NULL,20210005,Praça,S,"Pç Imos Bernardeli"
355391,RJ,7043,12175,12177,"Onze de Junho",NULL,20210010,Praça,S,"Pç Onze de Junho"
354858,RJ,7043,12177,NULL,"Neri Pinheiro",NULL,20210020,Rua,S,"R Neri Pinheiro"
356706,RJ,7043,12177,NULL,"Presidente Vargas","- de 1263 ao fim - lado ímpar",20210030,Avenida,S,"Av Pres Vargas"
356707,RJ,7043,12177,NULL,"Presidente Vargas","- de 1306 ao fim - lado par",20210031,Avenida,S,"Av Pres Vargas"
358832,RJ,7043,12177,NULL,Sapucaí,NULL,20210048,Travessa,S,"Tv Sapucaí"
346106,RJ,7043,12286,NULL,"Carmo Neto","- de 45 ao fim - lado ímpar",20210051,Rua,S,"R Carmo Neto"
346107,RJ,7043,12286,NULL,"Carmo Neto","- de 96 ao fim - lado par",20210052,Rua,S,"R Carmo Neto"
346745,RJ,7043,12177,NULL,"Comandante Mauriti","- de 45 ao fim - lado ímpar",20210061,Rua,S,"R Cmte Mauriti"
346746,RJ,7043,12177,NULL,"Comandante Mauriti","- de 56 ao fim - lado par",20210062,Rua,S,"R Cmte Mauriti"
353973,RJ,7043,12286,12177,"Marquês de Sapucaí","- de 143 ao fim - lado ímpar",20210071,Rua,S,"R Mq de Sapucaí"
353974,RJ,7043,12286,12177,"Marquês de Sapucaí","- de 132 ao fim - lado par",20210072,Rua,S,"R Mq de Sapucaí"
343571,RJ,7043,12177,NULL,"Aníbal Benevolo",NULL,20211000,Rua,S,"R Aníbal Benevolo"
349580,RJ,7043,12175,12198,"Frei Caneca","- até 097 - lado ímpar",20211005,Rua,S,"R Fr Caneca"
349582,RJ,7043,12175,NULL,"Frei Caneca","- de 099 a 287 - lado ímpar",20211010,Rua,S,"R Fr Caneca"
349584,RJ,7043,12198,NULL,"Frei Caneca","- de 289 ao fim - lado ímpar",20211020,Rua,S,"R Fr Caneca"
350546,RJ,7043,12177,NULL,"Heitor Carrilho",NULL,20211025,Rua,S,"R Heitor Carrilho"
349579,RJ,7043,12175,NULL,"Frei Caneca","- até 092 - lado par",20211030,Rua,S,"R Fr Caneca"
352899,RJ,7043,12177,NULL,Lopes,NULL,20211035,Travessa,S,"Tv Lopes"
349581,RJ,7043,12175,NULL,"Frei Caneca","- de 094 a 282 - lado par",20211040,Rua,S,"R Fr Caneca"
355392,RJ,7043,12177,NULL,"Onze de Maio",NULL,20211045,Travessa,S,"Tv Onze de Maio"
349583,RJ,7043,12198,NULL,"Frei Caneca","- de 284 ao fim - lado par",20211050,Rua,S,"R Fr Caneca"
362637,RJ,7043,12177,NULL,Pedregais,NULL,20211055,Travessa,S,"Tv Pedregais"
356680,RJ,7043,12177,NULL,"Presidente Barroso",NULL,20211060,Rua,S,"R Pres Barroso"
359108,RJ,7043,12177,NULL,"Senhor de Matosinhos",NULL,20211070,Rua,S,"R Sr de Matosinhos"
359109,RJ,7043,12177,NULL,"Senhor de Matosinhos",NULL,20211080,Travessa,S,"Tv Sr de Matosinhos"
360223,RJ,7043,12177,NULL,"Tomás Rabelo",NULL,20211090,Rua,S,"R Tomás Rabelo"
361162,RJ,7043,12177,NULL,"Viscondessa Pirassununga",NULL,20211100,Rua,S,"R Vsca Pirassununga"
342681,RJ,7043,12177,NULL,"Afonso Cavalcanti",NULL,20211110,Rua,S,"R Afonso Cavalcanti"
343413,RJ,7043,12177,NULL,"Amoroso Lima",NULL,20211120,Rua,S,"R Amoroso Lima"
344857,RJ,7043,12175,12177,"Benedito Hipólito",NULL,20211130,Rua,S,"R Benedito Hipólito"
347111,RJ,7043,12177,NULL,"Correia Vasques",NULL,20211140,Rua,S,"R Correia Vasques"
350403,RJ,7043,12177,NULL,Guedes,NULL,20211150,Travessa,S,"Tv Guedes"
352372,RJ,7043,12177,NULL,"Júlio Carmo",NULL,20211160,Rua,S,"R Júlio Carmo"
352620,RJ,7043,12177,NULL,"Laura de Araújo",NULL,20211170,Rua,S,"R Laura de Araújo"
869878,RJ,7043,12177,NULL,"Beatriz Larragoiti Lucas",NULL,20211175,Rua,S,"R Beatriz L Lucas"
353173,RJ,7043,12177,NULL,"Machado Coelho",NULL,20211180,Rua,S,"R Machado Coelho"
354294,RJ,7043,12198,NULL,"Miguel de Frias",NULL,20211190,Rua,S,"R Miguel de Frias"
357720,RJ,7043,12177,NULL,"Rodrigues dos Santos",NULL,20211200,Rua,S,"R Rodrigues dos Santos"
358138,RJ,7043,12177,NULL,"Santa Maria",NULL,20211210,Rua,S,"R Sta Maria"
358662,RJ,7043,12177,NULL,"São Martinho",NULL,20211220,Rua,S,"R S Martinho"
870304,RJ,7043,12177,NULL,"Ulisses Guimarães",NULL,20211225,Rua,S,"R Ulisses Guimarães"
361126,RJ,7043,12177,NULL,"Visconde de Duprat",NULL,20211230,Rua,S,"R Vsc de Duprat"
347025,RJ,7043,12177,NULL,"Coronel Castelo Branco",NULL,20211240,Praça,S,"Pç Cel Castelo Branco"
357484,RJ,7043,12198,NULL,"Reverendo Álvaro Reis",NULL,20211250,Praça,S,"Pç Rev Álvaro Reis"
357953,RJ,7043,12177,NULL,"Salvador de Sá",NULL,20211260,Avenida,S,"Av Salvador de Sá"
348819,RJ,7043,12198,NULL,"Estácio de Sá",NULL,20211270,Rua,S,"R Estácio de Sá"
346140,RJ,7043,12173,NULL,"Carolina Reidner",NULL,20211280,Rua,S,"R Carolina Reidner"
346435,RJ,7043,12173,NULL,"do Chichorro",NULL,20211290,Rua,S,"R do Chichorro"
348500,RJ,7043,12173,NULL,"Emília Guimarães",NULL,20211295,Rua,S,"R Emília Guimarães"
351866,RJ,7043,12173,NULL,"João Ventura",NULL,20211300,Rua,S,"R João Ventura"
359732,RJ,7043,12177,NULL,"Sousa Neves",NULL,20211310,Rua,S,"R Sousa Neves"
360718,RJ,7043,12173,NULL,"Van Erven",NULL,20211320,Rua,S,"R Van Erven"
345475,RJ,7043,12173,NULL,Caiçaras,NULL,20211321,Ladeira,S,"Ld Caiçaras"
345442,RJ,7043,12175,NULL,"do Caco",NULL,20211330,Largo,S,"Lrg do Caco"
354499,RJ,7043,12175,NULL,"Moncorvo Filho",NULL,20211340,Rua,S,"R Moncorvo Filho"
357460,RJ,7043,12175,NULL,"da República","- lado ímpar",20211350,Praça,S,"Pç da República"
357461,RJ,7043,12175,NULL,"da República","- lado par",20211351,Praça,S,"Pç da República"
358204,RJ,7043,12175,NULL,"de Santana",NULL,20211360,Campo,S,"Cpo de Santana"
343378,RJ,7043,12173,NULL,"dos Amigos",NULL,20211370,Beco,S,"Bc dos Amigos"
344497,RJ,7043,12173,NULL,Balbino,NULL,20211380,Rua,S,"R Balbino"
345474,RJ,7043,12173,NULL,Caiçaras,NULL,20211400,Beco,S,"Bc Caiçaras"
352515,RJ,7043,12173,NULL,"Labor de Ouro",NULL,20211410,Beco,S,"Bc Labor de Ouro"
357895,RJ,7043,12173,NULL,"Sabor de Ouro",NULL,20211420,Rua,S,"R Sabor de Ouro"
362717,RJ,7043,12277,NULL,"São Bento",NULL,20211430,Rua,S,"R S Bento"
347746,RJ,7043,12173,NULL,Docilio,NULL,20211440,Travessa,S,"Tv Docilio"
356388,RJ,7043,12177,NULL,"Pinto de Azevedo",NULL,20211445,Rua,S,"R Pinto de Azevedo"
351733,RJ,7043,12173,NULL,"João de Castro",NULL,20211450,Rua,S,"R João de Castro"
348156,RJ,7043,12173,NULL,"Doutor Roberto",NULL,20211460,Praça,S,"Pç Dr Roberto"
344218,RJ,7043,12286,NULL,Atilia,NULL,20220000,Rua,S,"R Atilia"
353972,RJ,7043,12286,NULL,"Marquês de Sapucaí","- até 141 - lado ímpar",20220006,Rua,S,"R Mq de Sapucaí"
353971,RJ,7043,12286,NULL,"Marquês de Sapucaí","- até 130 - lado par",20220007,Rua,S,"R Mq de Sapucaí"
344716,RJ,7043,12286,NULL,"Barros Sobrinho",NULL,20220010,Travessa,S,"Tv Barros Sobrinho"
345215,RJ,7043,12286,NULL,"Brito Teixeira",NULL,20220020,Travessa,S,"Tv Brito Teixeira"
345820,RJ,7043,12286,NULL,Capiberibe,NULL,20220030,Rua,S,"R Capiberibe"
345884,RJ,7043,12286,NULL,"Capitão Sena",NULL,20220040,Rua,S,"R Cap Sena"
346026,RJ,7043,12286,NULL,"Carlos Gomes",NULL,20220050,Rua,S,"R Carlos Gomes"
351701,RJ,7043,12286,NULL,"João Cardoso",NULL,20220060,Rua,S,"R João Cardoso"
355413,RJ,7043,12286,NULL,Orestes,NULL,20220070,Rua,S,"R Orestes"
358843,RJ,7043,12286,NULL,Sara,NULL,20220080,Travessa,S,"Tv Sara"
358842,RJ,7043,12286,NULL,Sara,NULL,20220090,Rua,S,"R Sara"
343705,RJ,7043,12286,NULL,"Antônio José",NULL,20220100,Rua,S,"R Antônio José"
363189,RJ,7043,12286,NULL,"Araújo Viana",NULL,20220110,Rua,S,"R Araújo Viana"
344578,RJ,7043,12286,NULL,"Barão de Angra",NULL,20220120,Rua,S,"R Br de Angra"
361547,RJ,7043,12286,NULL,"Carneiro Leão",NULL,20220130,Rua,S,"R Carneiro Leão"
361565,RJ,7043,12286,NULL,"Conselheiro Leonardo",NULL,20220140,Rua,S,"R Cnso Leonardo"
356086,RJ,7043,12202,NULL,"Pedra Lisa",NULL,20220141,Ladeira,S,"Ld Pedra Lisa"
347512,RJ,7043,12286,NULL,Deolinda,NULL,20220150,Rua,S,"R Deolinda"
362916,RJ,7043,12286,NULL,"Doutor Piragibe",NULL,20220160,Rua,S,"R Dr Piragibe"
353824,RJ,7043,12286,NULL,"Mariano Procópio",NULL,20220170,Rua,S,"R Mariano Procópio"
354539,RJ,7043,12286,NULL,"Mont Alverne",NULL,20220180,Rua,S,"R Mont Alverne"
354608,RJ,7043,12286,NULL,"Moreira Pinto",NULL,20220190,Rua,S,"R Moreira Pinto"
356397,RJ,7043,12286,NULL,"do Pinto",NULL,20220200,Rua,S,"R do Pinto"
361750,RJ,7043,12286,NULL,"Saldanha Marinho",NULL,20220210,Rua,S,"R Saldanha Marinho"
359715,RJ,7043,12286,NULL,Sousa,NULL,20220220,Travessa,S,"Tv Sousa"
360744,RJ,7043,12286,NULL,"Vasconcelos Quere",NULL,20220230,Praça,S,"Pç Vasconcelos Quere"
360927,RJ,7043,12286,NULL,"Vila Formosa",NULL,20220240,Parque,S,"Prq Vila Formosa"
362319,RJ,7043,12286,NULL,"Comandante Garcia Pires",NULL,20220250,Rua,S,"R Cmte Garcia Pires"
362947,RJ,7043,12286,NULL,"General Luís Mendes de Morais",NULL,20220260,Rua,S,"R Gen Luís M de Morais"
355901,RJ,7043,12286,NULL,"Patrão-Mor Aguiar",NULL,20220270,Praça,S,"Pç Pat-Mor Aguiar"
356123,RJ,7043,12286,NULL,"Pedro Alves","- até 227 - lado ímpar",20220280,Rua,S,"R Pedro Alves"
356122,RJ,7043,12286,NULL,"Pedro Alves","- até 184 - lado par",20220281,Rua,S,"R Pedro Alves"
356124,RJ,7043,12286,NULL,"Pedro Alves","- de 229 ao fim - lado ímpar",20220283,Rua,S,"R Pedro Alves"
356125,RJ,7043,12286,NULL,"Pedro Alves","- de 186 ao fim - lado par",20220284,Rua,S,"R Pedro Alves"
357643,RJ,7043,12202,NULL,"Rivadavia Correia",NULL,20220290,Rua,S,"R Rivadavia Correia"
946123,RJ,7043,12202,NULL,"Arlindo Rodrigues",NULL,20220295,Rua,S,"R Arlindo Rodrigues"
358277,RJ,7043,12286,NULL,"Santo Cristo","- até 187 - lado ímpar",20220302,Rua,S,"R Sto Cristo"
358276,RJ,7043,12286,NULL,"Santo Cristo","- até 196 - lado par",20220303,Rua,S,"R Sto Cristo"
358278,RJ,7043,12286,NULL,"Santo Cristo","- de 189 ao fim - lado ímpar",20220304,Rua,S,"R Sto Cristo"
358279,RJ,7043,12286,NULL,"Santo Cristo","- de 198 ao fim - lado par",20220305,Rua,S,"R Sto Cristo"
349439,RJ,7043,12286,12266,"Francisco Bicalho",NULL,20220310,Avenida,S,"Av Francisco Bicalho"
349727,RJ,7043,12202,NULL,"da Gamboa","- até 145 - lado ímpar",20220322,Rua,S,"R da Gamboa"
349726,RJ,7043,12202,NULL,"da Gamboa","- até 124 - lado par",20220323,Rua,S,"R da Gamboa"
349728,RJ,7043,12202,12286,"da Gamboa","- de 147 ao fim - lado ímpar",20220324,Rua,S,"R da Gamboa"
349729,RJ,7043,12202,12286,"da Gamboa","- de 126 ao fim - lado par",20220325,Rua,S,"R da Gamboa"
351680,RJ,7043,12202,NULL,"João Álvares",NULL,20220330,Rua,S,"R João Álvares"
354637,RJ,7043,12202,NULL,"do Morro da Providência",NULL,20220340,Caminho,S,"Cam do Morro da Providência"
356151,RJ,7043,12202,NULL,"Pedro Ernesto",NULL,20220350,Rua,S,"R Pedro Ernesto"
357706,RJ,7043,12291,12286,"Rodrigues Alves","- de 185 a 731 - lado ímpar",20220360,Avenida,S,"Av Rodrigues Alves"
357707,RJ,7043,12286,12288,"Rodrigues Alves","- de 733 ao fim - lado ímpar",20220361,Avenida,S,"Av Rodrigues Alves"
357708,RJ,7043,12291,12286,"Rodrigues Alves","- de 186 a 732 - lado par",20220363,Avenida,S,"Av Rodrigues Alves"
357709,RJ,7043,12286,12288,"Rodrigues Alves","- de 734 ao fim - lado par",20220364,Avenida,S,"Av Rodrigues Alves"
362881,RJ,7043,12286,NULL,"Cardoso Marinho",NULL,20220370,Rua,S,"R Cardoso Marinho"
346765,RJ,7043,12286,NULL,"Comendador Evora",NULL,20220380,Rua,S,"R Cdor Evora"
346772,RJ,7043,12286,NULL,"Comendador Leonardo",NULL,20220390,Rua,S,"R Cdor Leonardo"
346974,RJ,7043,12286,NULL,"Cordeiro da Graça",NULL,20220400,Rua,S,"R Cordeiro da Graça"
348685,RJ,7043,12286,NULL,Equador,NULL,20220410,Rua,S,"R Equador"
352184,RJ,7043,12286,NULL,"José Francisco Fraga",NULL,20220420,Largo,S,"Lrg José F Fraga"
363019,RJ,7043,12286,NULL,"Marechal Hermes",NULL,20220430,Praça,S,"Pç Mal Hermes"
343709,RJ,7043,12202,NULL,"Antônio Lage",NULL,20220450,Rua,S,"R Antônio Lage"
344624,RJ,7043,12291,NULL,"Barão de Tefé",NULL,20220460,Avenida,S,"Av Br de Tefé"
346904,RJ,7043,12202,NULL,"Conselheiro Zacarias",NULL,20220470,Rua,S,"R Cnso Zacarias"
347020,RJ,7043,12202,NULL,"Coronel Assunção",NULL,20220480,Praça,S,"Pç Cel Assunção"
351897,RJ,7043,12202,NULL,"Joaquim Esposel",NULL,20220490,Rua,S,"R Joaquim Esposel"
352705,RJ,7043,12202,NULL,"Leôncio de Albuquerque",NULL,20220500,Rua,S,"R Leôncio de Albuquerque"
360606,RJ,7043,12286,NULL,"da União",NULL,20220505,Rua,S,"R da União"
354638,RJ,7043,12202,NULL,"Morro da Saúde",NULL,20220510,Ladeira,S,"Ld Morro da Saúde"
354657,RJ,7043,12202,NULL,"da Mortona",NULL,20220520,Rua,S,"R da Mortona"
357052,RJ,7043,12202,NULL,"do Propósito",NULL,20220530,Rua,S,"R do Propósito"
359012,RJ,7043,12202,NULL,Segunda,NULL,20220540,Rua,S,"R Segunda"
361779,RJ,7043,12202,NULL,"Silvino Montenegro",NULL,20220550,Rua,S,"R Silvino Montenegro"
359726,RJ,7043,12202,NULL,"Sousa e Silva",NULL,20220560,Rua,S,"R Sousa E Silva"
360792,RJ,7043,12202,NULL,Venezuela,"- de 155 ao fim - lado ímpar",20220571,Avenida,S,"Av Venezuela"
360793,RJ,7043,12202,NULL,Venezuela,"- de 158 ao fim - lado par",20220572,Avenida,S,"Av Venezuela"
347700,RJ,7043,12286,NULL,"Dinora de Queiroz",NULL,20220580,Praça,S,"Pç Dinora de Queiroz"
343339,RJ,7043,12286,NULL,"da América",NULL,20220590,Rua,S,"R da América"
346105,RJ,7043,12177,NULL,"Carmo Neto","- até 43 - lado ímpar",20220601,Rua,S,"R Carmo Neto"
346104,RJ,7043,12177,NULL,"Carmo Neto","- até 94 - lado par",20220602,Rua,S,"R Carmo Neto"
346744,RJ,7043,12286,12177,"Comandante Mauriti","- até 43 - lado ímpar",20220611,Rua,S,"R Cmte Mauriti"
346743,RJ,7043,12286,12177,"Comandante Mauriti","- até 54 - lado par",20220612,Rua,S,"R Cmte Mauriti"
348297,RJ,7043,12286,NULL,"Ebroino Uruguai",NULL,20220620,Rua,S,"R Ebroino Uruguai"
363347,RJ,7043,12286,NULL,"das Escadinha do Oliveira",NULL,20220630,Beco,S,"Bc das Escadinha do Oliveira"
349040,RJ,7043,12286,NULL,Farnese,NULL,20220640,Rua,S,"R Farnese"
350341,RJ,7043,12286,NULL,Guapi,NULL,20220650,Rua,S,"R Guapi"
354746,RJ,7043,12286,NULL,"Nabuco de Freitas",NULL,20220660,Rua,S,"R Nabuco de Freitas"
358415,RJ,7043,12286,NULL,"São Diogo",NULL,20220670,Travessa,S,"Tv S Diogo"
359364,RJ,7043,12286,NULL,"Silva Baião",NULL,20220680,Travessa,S,"Tv Silva Baião"
344577,RJ,7043,12286,NULL,"Barão da Gamboa",NULL,20220690,Rua,S,"R Br da Gamboa"
344902,RJ,7043,12202,NULL,"Bento Teixeira",NULL,20220700,Rua,S,"R Bento Teixeira"
346468,RJ,7043,12286,NULL,"Cidade de Lima",NULL,20220710,Avenida,S,"Av Cidade de Lima"
354181,RJ,7043,12286,NULL,"do Mendonça",NULL,20220730,Ladeira,S,"Ld do Mendonça"
362690,RJ,7043,12286,NULL,"Rego Barros",NULL,20220750,Rua,S,"R Rego Barros"
358274,RJ,7043,12286,NULL,"Santo Cristo",NULL,20220760,Praça,S,"Pç Sto Cristo"
360885,RJ,7043,12286,NULL,"Vidal de Negreiros",NULL,20220770,Rua,S,"R Vidal de Negreiros"
361267,RJ,7043,12286,NULL,"Waldemar Dutra",NULL,20220780,Rua,S,"R Waldemar Dutra"
352026,RJ,7043,12291,NULL,"Jornal do Comércio",NULL,20220790,Praça,S,"Pç Jornal do Comércio"
356906,RJ,7043,12286,NULL,"Professor Pereira Reis",NULL,20220800,Avenida,S,"Av Prf Pereira Reis"
347252,RJ,7043,12202,NULL,Cruzeiro,NULL,20221000,Rua,S,"R Cruzeiro"
354935,RJ,7043,12202,NULL,Noêmia,NULL,20221005,Rua,S,"R Noêmia"
347251,RJ,7043,12202,NULL,Cruzeiro,NULL,20221010,Largo,S,"Lrg Cruzeiro"
363068,RJ,7043,12175,NULL,"Procópio Ferreira",NULL,20221030,Praça,S,"Pç Procópio Ferreira"
343441,RJ,7043,12202,NULL,"Ana Mascarenhas",NULL,20221040,Rua,S,"R Ana Mascarenhas"
347144,RJ,7043,12202,NULL,"Costa Barros",NULL,20221050,Rua,S,"R Costa Barros"
348733,RJ,7043,12202,NULL,"das Escadinhas do Livramento",NULL,20221060,Travessa,S,"Tv das Escadinhas do Livramento"
348732,RJ,7043,12202,NULL,"das Escadinhas do Livramento",NULL,20221070,Beco,S,"Bc das Escadinhas do Livramento"
352867,RJ,7043,12202,NULL,Livramento,NULL,20221080,Ladeira,S,"Ld Livramento"
